module TopModule (
	input clk,
	input reset,
	input [2:0] s,
	output fr2,
	output fr1,
	output fr0,
	output dfr
);
    wire [1:0] s_1;
    wire [1:0] s_2;
    wire [1:0] s_3;
    wire [1:0] s_4;
    wire [1:0] s_5;
    wire [1:0] s_6;
    wire [1:0] s_7;
    wire [1:0] s_8;
    wire [1:0] s_9;
    wire [1:0] s_10;
    wire [1:0] s_11;
    wire [1:0] s_12;
    wire [1:0] s_13;
    wire [1:0] s_14;
    wire [1:0] s_15;
    wire [1:0] s_16;
    wire [1:0] s_17;
    wire [1:0] s_18;
    wire [1:0] s_19;
    wire [1:0] s_20;
    wire [1:0] s_21;
    wire [1:0] s_22;
    wire [1:0] s_23;
    wire [1:0] s_24;
    wire [1:0] s_25;
    wire [1:0] s_26;
    wire [1:0] s_27;
    wire [1:0] s_28;
    wire [1:0] s_29;
    wire [1:0] s_30;
    wire [1:0] s_31;
    wire [1:0] s_32;
    wire [1:0] s_33;
    wire [1:0] s_34;
    wire [1:0] s_35;
    wire [1:0] s_36;
    wire [1:0] s_37;
    wire [1:0] s_38;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0] s_39;
    wire [1:0
