module TopModule (
    input clk,
    input load,
    input [255:0] data,
    output [255:0] q
);
    reg [255:0] grid [0:15];
    reg [255:0] grid_q;
    initial begin
        grid[0] = 0;
        grid[1] = 0;
        grid[2] = 0;
        grid[3] = 0;
        grid[4] = 0;
        grid[5] = 0;
        grid[6] = 0;
        grid[7] = 0;
        grid[8] = 0;
        grid[9] = 0;
        grid[10] = 0;
        grid[11] = 0;
        grid[12] = 0;
        grid[13] = 0;
        grid[14] = 0;
        grid[15] = 0;
        grid[16] = 0;
        grid[17] = 0;
        grid[18] = 0;
        grid[19] = 0;
        grid[20] = 0;
        grid[21] = 0;
        grid[22] = 0;
        grid[23] = 0;
        grid[24] = 0;
        grid[25] = 0;
        grid[26] = 0;
        grid[27] = 0;
        grid[28] = 0;
        grid[29] = 0;
        grid[30] = 0;
        grid[31] = 0;
        grid[32] = 0;
        grid[33] = 0;
        grid[34] = 0;
        grid[35] = 0;
        grid[36] = 0;
        grid[37] = 0;
        grid[38] = 0;
        grid[40] = 0;
        grid[41] = 0;
        grid[42] = 0;
        grid[43] = 0;
        grid[44] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[43] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[0] = 0;
        grid[1] = 0;
        grid[2] = 0;
        grid[3] = 0;
        grid[4] = 0;
        grid[5] = 0;
        grid[6] = 0;
        grid[7] = 0;
        grid[8] = 0;
        grid[9] = 0;
        grid[10] = 0;
        grid[11] = 0;
        grid[12] = 0;
        grid[13] = 0;
        grid[14] = 0;
        grid[15] = 0;
        grid[16] = 0;
        grid[17] = 0;
        grid[18] = 0;
        grid[19] = 0;
        grid[20] = 0;
        grid[21] = 0;
        grid[22] = 0;
        grid[23] = 0;
        grid[24] = 0;
        grid[25] = 0;
        grid[26] = 0;
        grid[27] = 0;
        grid[28] = 0;
        grid[29] = 0;
        grid[30] = 0;
        grid[31] = 0;
        grid[32] = 0;
        grid[33] = 0;
        grid[34] = 0;
        grid[35] = 0;
        grid[36] = 0;
        grid[37] = 0;
        grid[38] = 0;
        grid[40] = 0;
        grid[41] = 0;
        grid[42] = 0;
        grid[44] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[40] = 0;
        grid[41] = 0;
        grid[42] = 0;
        grid[43] = 0;
        grid[44] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
        grid[45] = 0;
    end
    always @(posedge clk) begin
        if (load) begin
            grid_q <= grid[0];
            grid_q <= grid[1];
            grid_q <= grid[2];
            grid_q <= grid[3];
            grid_q <= grid[4];
            grid_q <= grid[5];
            grid_q <= grid[6];
            grid_q <= grid[7];
            grid_q <= grid[8];
            grid_q <= grid[9];
            grid_q <= grid[10];
            grid_q <= grid[11];
            grid_q <= grid[12];
            grid_q <= grid[13];
            grid_q <= grid[14];
            grid_q <= grid[15];
            grid_q <= grid[16];
        end
    end
endmodule
