module TopModule (
	input clk,
	input reset,
	input [7:0] in,
	output [23:0] out_bytes,
	output done
);
    reg [23:0] msg_bytes;
    reg [7:0] msg_bytes_r;
    reg [7:0] msg_bytes_r_en;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0] msg_bytes_r_en_r;
    reg [7:0
