module TopModule (
    input [3:0] in,
    output out_and,
    output out_or,
    output out_xor
);
    wire [3:0] a, b;
    wire [3:0] c;
    wire [3:0] d;
    wire [3:0] e;
    wire [3:0] g;
    wire [3:0] h;
    wire [3:0] g2;
    wire [3:0] g3;
    wire [3:0] g4;
    wire [3:0] g5;
    wire [3:0] g6;
    wire [3:0] g7;
    wire [3:0] g8;
    wire [3:0] g9;
    wire [3:0] g10;
    wire [3:0] g11;
    wire [3:0] g12;
    wire [3:0] g13;
    wire [3:0] g14;
    wire [3:0] g15;
    wire [3:0] g16;
    wire [3:0] g17;
    wire [3:0] g18;
    wire [3:0] g19;
    wire [3:0] g20;
    wire [3:0] g21;
    wire [3:0] g22;
    wire [3:0] g23;
    wire [3:0] g24;
    wire [3:0] g25;
    wire [3:0] g26;
    wire [3:0] g27;
    wire [3:0] g28;
    wire [3:0] g29;
    wire [3:0] g30;
    wire [3:0] g31;
    wire [3:0] g32;
    wire [3:0] g33;
    wire [3:0] g34;
    wire [3:0] g32;
    wire [3:0] g33;
    wire [3:0] g34;
    wire [3:0] g34;
    wire [3:0] g34;
    wire [3:0] g34;
    wire [3:0] g34;
    wire [3:0] g34;
    wire [3:0] g35;
    wire [3:0] g36;
    wire [3:0] g37;
    wire [3:0] g38;
    wire [3:0] g39;
    wire [3:0] g39;
    wire [3:0] g40;
    wire [3:0] g41;
    wire [3:0] g42;
    wire [3:0] g43;
    wire [3:0] g44;
    wire [3:0] g43;
    wire [3:0] g43;
    wire [3:0] g44;
    wire [3:0] g43;
    wire [3:0] g43;
    wire [3:0] g43;
    wire [3:0] g43;
    wire [3:0] g43;
    wire [3:0] g43;
    wire [3:0] g43;
    wire [3:0] g44;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3:0] g45;
    wire [3
